timestamp_iso,filename,result_type,raw_score,threshold,file_path,file_sha256,file_size_bytes,decoded_width,decoded_height
2026-07-12T11:19:55.029547Z,gA_223.jpg,fraudulent,0.223858,0.16,/storage/emulated/0/Android/data/com.example.vivy_app/files/vivy_debug_batch/batch_inbox/gA_223.jpg,5ff244a772dacb5dcc55efbc8a2247513daa7f7670ce3f264abb6ba90f6ce5e2,99790,945,2048
2026-07-12T11:19:59.002946Z,gA_249.jpg,fraudulent,0.965773,0.16,/storage/emulated/0/Android/data/com.example.vivy_app/files/vivy_debug_batch/batch_inbox/gA_249.jpg,a8fd225348148ab9dea9c2a5f44ca87ec71d690fe3cf07b9e2e5abf517cd6ebc,87656,1046,2048
2026-07-12T11:20:02.828269Z,gA_250.jpg,fraudulent,0.953946,0.16,/storage/emulated/0/Android/data/com.example.vivy_app/files/vivy_debug_batch/batch_inbox/gA_250.jpg,f16f3557f31d95d73dd0ac6f0db3b181a169eada1741a050ac5e97c306b3f564,84436,1046,2048
2026-07-12T11:20:06.100181Z,gA_275.jpg,fraudulent,0.962457,0.16,/storage/emulated/0/Android/data/com.example.vivy_app/files/vivy_debug_batch/batch_inbox/gA_275.jpg,7fe107fa6e1a00de3ef67dec58c6a62a86ed1179548936acb816e0ad99129719,70062,1046,2048
2026-07-12T11:20:08.980894Z,gA_276.jfif,fraudulent,0.421063,0.16,/storage/emulated/0/Android/data/com.example.vivy_app/files/vivy_debug_batch/batch_inbox/gA_276.jfif,feca4256a2135318261d0e32f1cf72ce1855b6427ad56540ab32ba5d1db3637c,75852,980,2047
2026-07-12T11:20:11.891399Z,gA_277.jfif,fraudulent,0.421063,0.16,/storage/emulated/0/Android/data/com.example.vivy_app/files/vivy_debug_batch/batch_inbox/gA_277.jfif,feca4256a2135318261d0e32f1cf72ce1855b6427ad56540ab32ba5d1db3637c,75852,980,2047
2026-07-12T11:20:15.294684Z,gA_278.jpg,fraudulent,0.922855,0.16,/storage/emulated/0/Android/data/com.example.vivy_app/files/vivy_debug_batch/batch_inbox/gA_278.jpg,0333c256e8c1bf2164bf2d83775d9b08777c974dd5abc39a846bf5c04233e5f8,85119,1046,2048
2026-07-12T11:20:17.737304Z,gA_279.jfif,unclear,0.161283,0.16,/storage/emulated/0/Android/data/com.example.vivy_app/files/vivy_debug_batch/batch_inbox/gA_279.jfif,ea8a1cd6f02a9d5cd2aa8170d15df83869459a8c7ea61995225c90fe6932e466,60389,784,2045
2026-07-12T11:20:20.803425Z,gA_280.jpg,fraudulent,0.954482,0.16,/storage/emulated/0/Android/data/com.example.vivy_app/files/vivy_debug_batch/batch_inbox/gA_280.jpg,5df33be24f57aac9d7b17ec65fca539ccde1b8768522b2a86daaa7704742c4ec,69923,1046,2048
2026-07-12T11:20:23.745794Z,gA_281.jfif,fraudulent,0.520904,0.16,/storage/emulated/0/Android/data/com.example.vivy_app/files/vivy_debug_batch/batch_inbox/gA_281.jfif,43e184271ffc80d6d066d017ed1b87742882cf9b62308762fd1dd0facdea8115,66569,980,2046
2026-07-12T11:20:25.977612Z,gA_282.jpg,fraudulent,0.999070,0.16,/storage/emulated/0/Android/data/com.example.vivy_app/files/vivy_debug_batch/batch_inbox/gA_282.jpg,38f9d970904e750ed7bee9161cd980232787e2a538dda0bd492caa984e0db976,68091,852,1846
2026-07-12T11:20:27.795899Z,gA_283.jpg,fraudulent,0.979444,0.16,/storage/emulated/0/Android/data/com.example.vivy_app/files/vivy_debug_batch/batch_inbox/gA_283.jpg,1b25629efb92b56d1410fecb8ded812511a1d463ba1faa5d8b1b1099658a7d3d,65362,720,1600
2026-07-12T11:20:29.508891Z,gA_284.jpg,fraudulent,0.625849,0.16,/storage/emulated/0/Android/data/com.example.vivy_app/files/vivy_debug_batch/batch_inbox/gA_284.jpg,7bf288b9938264fb3eecb5f635cce5bdba8fee11309529c848df0fb473ee0b03,79763,720,1600
2026-07-12T11:20:31.184761Z,gA_285.jpg,fraudulent,0.625849,0.16,/storage/emulated/0/Android/data/com.example.vivy_app/files/vivy_debug_batch/batch_inbox/gA_285.jpg,467712d251d54a51128f3c2fa35147786376dfd0af4454e1cd256d42a6b97ac6,74504,720,1600
2026-07-12T11:20:32.938855Z,gA_287.jfif,fraudulent,0.759825,0.16,/storage/emulated/0/Android/data/com.example.vivy_app/files/vivy_debug_batch/batch_inbox/gA_287.jfif,8dfdc574863619cb4e7a2722704ee0bb63f136a98bd1ff39e2d3284b67610e24,44468,720,1600
2026-07-12T11:20:34.728396Z,gA_288.jfif,fraudulent,0.358113,0.16,/storage/emulated/0/Android/data/com.example.vivy_app/files/vivy_debug_batch/batch_inbox/gA_288.jfif,1535868cf34b353d19b1ff36e10b7b9d3481e7dd27a19d078d765932109c159d,37689,720,1675
2026-07-12T11:20:36.491971Z,gA_289.jfif,fraudulent,0.968592,0.16,/storage/emulated/0/Android/data/com.example.vivy_app/files/vivy_debug_batch/batch_inbox/gA_289.jfif,55483c9787bcf95e7853092a43ffcc4ed79ea36fa35e360f37c4deaa309d7ff7,33262,720,1502
2026-07-12T11:20:38.249947Z,gA_291.jfif,fraudulent,0.825774,0.16,/storage/emulated/0/Android/data/com.example.vivy_app/files/vivy_debug_batch/batch_inbox/gA_291.jfif,a4859ac04bcd05b9258735eca67ff5fbde2e07ae1c3f77740618a8e027e30ea4,46305,720,1600
2026-07-12T11:20:40.006086Z,gA_292.jfif,fraudulent,0.880013,0.16,/storage/emulated/0/Android/data/com.example.vivy_app/files/vivy_debug_batch/batch_inbox/gA_292.jfif,74c93783dbc3c59b159b0ad7654ab1738fe61ff9e82c2c3c0dee25056a5d8cb3,46180,720,1600
2026-07-12T11:20:41.769645Z,gA_303.jfif,fraudulent,0.862783,0.16,/storage/emulated/0/Android/data/com.example.vivy_app/files/vivy_debug_batch/batch_inbox/gA_303.jfif,01de328f113ea5f44850afcef9272a11f444e91ed2414ebe952ad7cdd4654c2c,44731,720,1600
2026-07-12T11:20:43.458099Z,gA_304.jfif,fraudulent,0.834348,0.16,/storage/emulated/0/Android/data/com.example.vivy_app/files/vivy_debug_batch/batch_inbox/gA_304.jfif,769538dcb857495fd0c594120bb60471132c2d0946b5e2b3ce74431537240fcd,42451,720,1600
2026-07-12T11:20:45.201056Z,gA_305.jfif,fraudulent,0.813714,0.16,/storage/emulated/0/Android/data/com.example.vivy_app/files/vivy_debug_batch/batch_inbox/gA_305.jfif,944013b70845623dbc51fde9a6b8e8d5334bd17ecaef2b110242e9ef7eb4e720,36308,720,1530
2026-07-12T11:20:46.935338Z,gA_306.jfif,fraudulent,0.799515,0.16,/storage/emulated/0/Android/data/com.example.vivy_app/files/vivy_debug_batch/batch_inbox/gA_306.jfif,e37c8f1bca845c19740c329c06f7e4ee902860825cd11d20084352e8509772f9,43872,720,1600
2026-07-12T11:20:48.780145Z,gA_307.jfif,unclear,0.150729,0.16,/storage/emulated/0/Android/data/com.example.vivy_app/files/vivy_debug_batch/batch_inbox/gA_307.jfif,fd724113e4d0e733254a16f26d54e5bc1429da015ef94cbde6b12c9cdd8329bb,60804,720,1649
2026-07-12T11:20:50.532550Z,gA_308.jfif,fraudulent,0.884993,0.16,/storage/emulated/0/Android/data/com.example.vivy_app/files/vivy_debug_batch/batch_inbox/gA_308.jfif,0e22a1f8f85fe95f40fdfe268bda391c5d87cf4f25d191cfaa90f102641c4898,44688,720,1600
2026-07-12T11:20:52.220010Z,gA_309.jfif,fraudulent,0.726739,0.16,/storage/emulated/0/Android/data/com.example.vivy_app/files/vivy_debug_batch/batch_inbox/gA_309.jfif,9e11ffefb204781e40045b43ab67b49e7cd21ee26598256967fed7305b571561,33761,720,1530
2026-07-12T11:20:54.032833Z,gA_310.jfif,unclear,0.147257,0.16,/storage/emulated/0/Android/data/com.example.vivy_app/files/vivy_debug_batch/batch_inbox/gA_310.jfif,c1864a8d77371c82ab0ce93092b6f9979ac841bc8b9c604480d85f6f05f02bf8,36269,720,1649
2026-07-12T11:20:55.791821Z,gA_311.jfif,fraudulent,0.886251,0.16,/storage/emulated/0/Android/data/com.example.vivy_app/files/vivy_debug_batch/batch_inbox/gA_311.jfif,860ae71e876612ddbd5905bb9d695ae39cc2dce3ab4b48f4189448405662dab0,43927,720,1600
2026-07-12T11:20:57.956335Z,gA_312.jfif,fraudulent,0.748633,0.16,/storage/emulated/0/Android/data/com.example.vivy_app/files/vivy_debug_batch/batch_inbox/gA_312.jfif,73a2205b7f1f1315ffaac981af8ce3bbe5bfe3bffb2b3c0a851a75d65464b606,40165,720,2030
2026-07-12T11:20:59.363225Z,gA_313.jfif,unclear,0.114561,0.16,/storage/emulated/0/Android/data/com.example.vivy_app/files/vivy_debug_batch/batch_inbox/gA_313.jfif,8c7d3f3cdbee49027e32670fb65ed2733f52d8c29339c15a2f147e6efe307675,53429,620,1448
2026-07-12T11:21:01.058140Z,gA_314.jfif,fraudulent,0.964265,0.16,/storage/emulated/0/Android/data/com.example.vivy_app/files/vivy_debug_batch/batch_inbox/gA_314.jfif,5d3f7d6a414f2f740c332554e6c9732b48c66b618f9e8627db6682c08f235a56,33716,720,1502
2026-07-12T11:21:03.800727Z,gA_315.jfif,fraudulent,0.936816,0.16,/storage/emulated/0/Android/data/com.example.vivy_app/files/vivy_debug_batch/batch_inbox/gA_315.jfif,7891cd295c217253a10a8c9934bbb7e4f5a5c89b6dec65b6ae226f04ca16c1af,64161,900,2045
2026-07-12T11:21:05.666865Z,gA_316.jpg,fraudulent,0.542051,0.16,/storage/emulated/0/Android/data/com.example.vivy_app/files/vivy_debug_batch/batch_inbox/gA_316.jpg,dbba31a1af8264d0c1bfb0312df87f7d6ed63c75a7c04a26a422a361c8ab776d,48484,720,1502
2026-07-12T11:21:07.300542Z,gA_317.jpg,fraudulent,0.877586,0.16,/storage/emulated/0/Android/data/com.example.vivy_app/files/vivy_debug_batch/batch_inbox/gA_317.jpg,87b58a22c20dea3d0b8764d2cc28007a0035e3060dbbe15d520eb64eabb86909,48714,720,1502
2026-07-12T11:21:08.953591Z,gA_318.jpg,fraudulent,0.950177,0.16,/storage/emulated/0/Android/data/com.example.vivy_app/files/vivy_debug_batch/batch_inbox/gA_318.jpg,20361b021de25c1c4e3c66110d74b744b3d5a7b28ab1455ed1955c39927eb033,48634,720,1502
2026-07-12T11:21:11.073013Z,gA_319.jpg,fraudulent,0.549086,0.16,/storage/emulated/0/Android/data/com.example.vivy_app/files/vivy_debug_batch/batch_inbox/gA_319.jpg,e02ae04d74817756f617320de089fb127ee47d9b2309269ebb6b7d657e7b1a72,55347,720,2030
2026-07-12T11:21:12.774369Z,gA_320.jpg,fraudulent,0.525382,0.16,/storage/emulated/0/Android/data/com.example.vivy_app/files/vivy_debug_batch/batch_inbox/gA_320.jpg,f713b5b091db010dcbd918773c9dd8846b31e21d6c4a0035f27f011008577cd9,50677,720,1530
2026-07-12T11:21:14.468855Z,gA_321.jpg,fraudulent,0.947737,0.16,/storage/emulated/0/Android/data/com.example.vivy_app/files/vivy_debug_batch/batch_inbox/gA_321.jpg,b0ab6354b65d4330fea557f55c90e93bcb165333259c76aeb2571a3261039111,51274,720,1530
2026-07-12T11:21:17.095022Z,gA_322.jpg,fraudulent,0.664125,0.16,/storage/emulated/0/Android/data/com.example.vivy_app/files/vivy_debug_batch/batch_inbox/gA_322.jpg,998044a64257325de478d726c8001b5235188ecd60211c855a7e559ff74d4df7,53737,720,2030
2026-07-12T11:21:18.838715Z,gA_323.jpg,fraudulent,0.662863,0.16,/storage/emulated/0/Android/data/com.example.vivy_app/files/vivy_debug_batch/batch_inbox/gA_323.jpg,392d3f46f9df64a0af4f6c95ef8f4f3e9c302cc07ef78233ea66de69bc442938,52872,720,1530
2026-07-12T11:21:20.502528Z,gA_324.jpg,fraudulent,0.907431,0.16,/storage/emulated/0/Android/data/com.example.vivy_app/files/vivy_debug_batch/batch_inbox/gA_324.jpg,24e3f217c281f9ce92978e64bc74fc2ef98b0fd514352b0ffe552835c3ae1a2f,52392,720,1530
2026-07-12T11:21:22.209413Z,gA_327.jpg,fraudulent,0.907195,0.16,/storage/emulated/0/Android/data/com.example.vivy_app/files/vivy_debug_batch/batch_inbox/gA_327.jpg,083b9ed136db7dc394a4098122fa7619785f330f781b64424550ebe43f1c5032,52277,720,1530
2026-07-12T11:21:24.329837Z,gA_328.jpg,fraudulent,0.380515,0.16,/storage/emulated/0/Android/data/com.example.vivy_app/files/vivy_debug_batch/batch_inbox/gA_328.jpg,4306e48b03a81596d1d75af14cdcd669f05688a2a25de619745daf803c48560e,54945,720,2030
2026-07-12T11:21:26.006493Z,gA_329.jpg,fraudulent,0.945313,0.16,/storage/emulated/0/Android/data/com.example.vivy_app/files/vivy_debug_batch/batch_inbox/gA_329.jpg,2f295ba4e12983c15ceb962a2f835a66ec6a74a749c43259247ee594bc896a5f,50782,720,1502
2026-07-12T11:21:27.691980Z,gA_330.jpg,fraudulent,0.930981,0.16,/storage/emulated/0/Android/data/com.example.vivy_app/files/vivy_debug_batch/batch_inbox/gA_330.jpg,1703d6ed95cd954ebc0eb9f1adfd46e58817bfa3935af2865de70b72e6ca616c,52012,720,1530
2026-07-12T11:21:30.427703Z,gA_331.jpg,fraudulent,0.802611,0.16,/storage/emulated/0/Android/data/com.example.vivy_app/files/vivy_debug_batch/batch_inbox/gA_331.jpg,668f2208330777f10be4a2fbba0a035f3558c4f80d3516bb127b382f80da84a9,50091,720,1502
2026-07-12T11:21:32.842531Z,gA_332.jpg,fraudulent,0.925175,0.16,/storage/emulated/0/Android/data/com.example.vivy_app/files/vivy_debug_batch/batch_inbox/gA_332.jpg,eda87cef5138bd6ed000640c2d2b2909ef7c7c7fa6869c1c45febc77e72e9abe,50159,720,1502
2026-07-12T11:21:34.830484Z,gA_333.jpg,fraudulent,0.838878,0.16,/storage/emulated/0/Android/data/com.example.vivy_app/files/vivy_debug_batch/batch_inbox/gA_333.jpg,ad1760b598e8d7947461839b79e8b7b1a610e80ae37f422e8fe77ac20627016a,52425,720,1530
2026-07-12T11:21:36.638029Z,gA_334.jpg,fraudulent,0.959617,0.16,/storage/emulated/0/Android/data/com.example.vivy_app/files/vivy_debug_batch/batch_inbox/gA_334.jpg,26e952a35c0305fc73a7e6b2905980c68d630206061c992f7e8557c9c2d1eb07,49991,720,1502
2026-07-12T11:21:38.571915Z,gA_335.jpg,fraudulent,0.897403,0.16,/storage/emulated/0/Android/data/com.example.vivy_app/files/vivy_debug_batch/batch_inbox/gA_335.jpg,fe4c4cec26eb60ee420e3777347f33738aae99ad7950cc324aa4ad2c1ccf5ab8,52416,720,1530
2026-07-12T11:21:40.468314Z,gA_336.jpg,fraudulent,0.904986,0.16,/storage/emulated/0/Android/data/com.example.vivy_app/files/vivy_debug_batch/batch_inbox/gA_336.jpg,58aa72ca995260da447ec26fe5ddfcae18e27fb46410f7d5e916fb3a708f34ed,51560,720,1530
2026-07-12T11:21:42.421343Z,gA_337.jpg,fraudulent,0.811104,0.16,/storage/emulated/0/Android/data/com.example.vivy_app/files/vivy_debug_batch/batch_inbox/gA_337.jpg,7299dd0c6ce483073055ad5acd044cdc102d40a6d64f92c180b0006264a07a2c,52489,720,1530
2026-07-12T11:21:44.307302Z,gA_338.jpg,fraudulent,0.758348,0.16,/storage/emulated/0/Android/data/com.example.vivy_app/files/vivy_debug_batch/batch_inbox/gA_338.jpg,61424261bade9569282fed4b452a1ff527a8f3e93bdbe01d101c3970046ba836,53099,720,1530
2026-07-12T11:21:46.205398Z,gA_339.jpg,fraudulent,0.953550,0.16,/storage/emulated/0/Android/data/com.example.vivy_app/files/vivy_debug_batch/batch_inbox/gA_339.jpg,808f5ac2513b3edb465dc465956448295f6d8cd959621ac3d1454cf51e2088ae,51936,720,1530
2026-07-12T11:21:48.134638Z,gA_340.jpg,fraudulent,0.945495,0.16,/storage/emulated/0/Android/data/com.example.vivy_app/files/vivy_debug_batch/batch_inbox/gA_340.jpg,70d8b5e068de5e37a5bcf01483f17570d0f5121dadc15b2a478ce104f67f3aaa,50579,720,1502
2026-07-12T11:21:49.769335Z,gA_341.jpg,fraudulent,0.894221,0.16,/storage/emulated/0/Android/data/com.example.vivy_app/files/vivy_debug_batch/batch_inbox/gA_341.jpg,d3695dcb8e1297770639d28fa0e89720a18472f40afa6c398831758140f44177,52028,720,1530
2026-07-12T11:21:51.518168Z,gA_342.jpg,fraudulent,0.801850,0.16,/storage/emulated/0/Android/data/com.example.vivy_app/files/vivy_debug_batch/batch_inbox/gA_342.jpg,8fcbaf392eaf8a8f2050b646ca21a0d33db7af075ea7d8f0172e7aa3ba13e8d4,52968,720,1530
2026-07-12T11:21:53.193299Z,gA_343.jpg,fraudulent,0.913456,0.16,/storage/emulated/0/Android/data/com.example.vivy_app/files/vivy_debug_batch/batch_inbox/gA_343.jpg,bf290ba6331b711941179d2d5cd65de7ba97f90632dbd6edef40a07087986244,50081,720,1502
2026-07-12T11:21:54.965179Z,gA_344.jpg,fraudulent,0.942362,0.16,/storage/emulated/0/Android/data/com.example.vivy_app/files/vivy_debug_batch/batch_inbox/gA_344.jpg,f16ec8d9cb7a5682cdf87645fc574fac274815f61060b5d158f7370ec382dbe1,52170,720,1530
2026-07-12T11:21:56.917718Z,gA_345.jpg,fraudulent,0.848017,0.16,/storage/emulated/0/Android/data/com.example.vivy_app/files/vivy_debug_batch/batch_inbox/gA_345.jpg,a0c0feaa13d7c98c301bc2fc15b732e4d350f13091603d8ac78c8c886b0b0a9b,52922,720,1530
2026-07-12T11:21:58.778105Z,gA_346.jpg,fraudulent,0.950451,0.16,/storage/emulated/0/Android/data/com.example.vivy_app/files/vivy_debug_batch/batch_inbox/gA_346.jpg,f469331c6cd90daf9db1b66eb59859173c977ad7eaebb6e3dd42479fb9cff2fb,50766,720,1502
2026-07-12T11:22:00.650977Z,gA_347.jpg,fraudulent,0.884941,0.16,/storage/emulated/0/Android/data/com.example.vivy_app/files/vivy_debug_batch/batch_inbox/gA_347.jpg,8c91a2a5b20afc88325e345d77b902d8ed25030c0fa7120c19634b218cab87b3,52550,720,1530
2026-07-12T11:22:02.432242Z,gA_348.jpg,fraudulent,0.965972,0.16,/storage/emulated/0/Android/data/com.example.vivy_app/files/vivy_debug_batch/batch_inbox/gA_348.jpg,521c33854e3a415711ed4e9885033db93ffef75dce445f1bb020072c47eed293,50751,720,1502
2026-07-12T11:22:04.387827Z,gA_349.jpg,fraudulent,0.738046,0.16,/storage/emulated/0/Android/data/com.example.vivy_app/files/vivy_debug_batch/batch_inbox/gA_349.jpg,553801180955165a25128420637406edf93ce982506b7108e7c79ab4b7fdb1be,53014,720,1530
2026-07-12T11:22:06.303450Z,gA_350.jpg,fraudulent,0.929928,0.16,/storage/emulated/0/Android/data/com.example.vivy_app/files/vivy_debug_batch/batch_inbox/gA_350.jpg,3d713cfc195354e447d84dc18517143dd30664c7ac9239d11e5fe96b0b73b58c,52491,720,1530
2026-07-12T11:22:08.117790Z,gA_351.jpg,fraudulent,0.902674,0.16,/storage/emulated/0/Android/data/com.example.vivy_app/files/vivy_debug_batch/batch_inbox/gA_351.jpg,ffa26e4c8d751951570fc755bbd0e79ce966f3f8e3cfb0e12c4da426c6939254,52292,720,1530
2026-07-12T11:22:09.775562Z,gA_352.jpg,fraudulent,0.992131,0.16,/storage/emulated/0/Android/data/com.example.vivy_app/files/vivy_debug_batch/batch_inbox/gA_352.jpg,b8c4bf1c592d57b7e89d80d589f7e741871fddc51c3dcc5fc8bef3f1d2daecf0,50645,720,1502
